16129,Portland,Jordyn Russell,Female,59,40000.00,2024-11-12,2-5 Miles
16130,Beverly Hills,Mike Seamans,Female,54,40000.00,2024-09-11,2-5 Miles
16131,Burbank,Albert Romero,Male,60,40000.00,2024-11-05,2-5 Miles
16132,Royal Oak,Sierra Nelson,Female,54,60000.00,2024-01-18,0-1 Miles
16133,Langford,Dylan Simmons,Male,47,50000.00,2024-02-07,0-1 Miles
16134,Beaverton,Roy Hernandez,Male,53,50000.00,2024-04-26,2-5 Miles
16135,Beaverton,Chelsea Raman,Female,53,50000.00,2024-11-04,2-5 Miles
16136,Bremerton,George Srini,Male,53,50000.00,2024-11-27,2-5 Miles
16137,Olympia,Timothy King,Male,53,50000.00,2024-11-09,2-5 Miles
16138,Downey,David Butler,Male,53,60000.00,2024-11-05,2-5 Miles
16139,West Covina,Jacqueline Alexander,Female,54,60000.00,2024-11-09,0-1 Miles
16140,Oak Bay,Seth Harris,Male,54,60000.00,2024-03-25,0-1 Miles
16141,Santa Monica,Shelby Ramirez,Female,59,60000.00,2024-10-30,2-5 Miles
16142,Tacoma,Sophia King,Female,61,60000.00,2024-11-06,2-5 Miles
16143,Imperial Beach,Sara Evans,Female,61,60000.00,2024-04-15,2-5 Miles
16144,Kirkland,Patrick Kelly,Male,55,70000.00,2024-10-15,0-1 Miles
16145,Puyallup,Sydney Anderson,Female,60,70000.00,2024-10-04,10+ Miles
16146,Bellingham,Jacquelyn Saunders,Female,61,80000.00,2024-10-17,0-1 Miles
16147,Lemon Grove,Nathan Griffin,Male,61,80000.00,2024-10-26,0-1 Miles
16148,Long Beach,Karen Walker,Female,62,80000.00,2024-09-29,0-1 Miles
16149,Langley,Dalton Perry,Male,62,60000.00,2024-05-30,2-5 Miles
16150,La Jolla,Nicole Thompson,Female,51,60000.00,2024-11-11,0-1 Miles
16151,Yakima,Chloe Sanchez,Female,57,60000.00,2024-11-01,2-5 Miles
16152,San Gabriel,Katherine Evans,Female,56,70000.00,2024-10-20,2-5 Miles
16153,Lynnwood,Eric Jai,Male,62,70000.00,2024-08-12,2-5 Miles
16154,San Francisco,Jennifer Scott,Female,61,70000.00,2024-07-11,2-5 Miles
16155,Cranbourne,Joan Jenkins,Female,51,80000.00,2023-12-05,0-1 Miles
16156,Silverwater,Javier Hernandez,Male,50,90000.00,2023-12-27,0-1 Miles
16157,Sydney,Cindy Raman,Female,40,90000.00,2023-12-17,0-1 Miles
16158,Perth,Kathleen Gomez,Female,50,100000.00,2023-12-06,2-5 Miles
16159,Cloverdale,Mindy Goldberg,Female,45,100000.00,2023-12-21,0-1 Miles
16160,Malabar,Erika Hernandez,Female,52,60000.00,2023-12-09,2-5 Miles
16161,Hobart,Jodi Deng,Female,51,60000.00,2023-12-15,2-5 Miles
16162,Port Macquarie,Mackenzie Morgan,Female,51,70000.00,2024-07-20,10+ Miles
16163,Geelong,Willie Chande,Male,52,60000.00,2023-12-06,2-5 Miles
16164,Melton,Amy Liang,Female,47,60000.00,2023-12-18,2-5 Miles
16165,Matraville,Jenny Liu,Female,47,70000.00,2024-07-09,10+ Miles
16166,Lane Cove,April Goel,Female,41,70000.00,2024-02-12,10+ Miles
16167,Sunbury,Devin Moore,Male,47,70000.00,2024-08-16,10+ Miles
16168,Coffs Harbour,Kathryn Ashe,Female,52,70000.00,2024-02-21,10+ Miles
16169,Wollongong,Dennis Lin,Male,47,70000.00,2023-12-14,10+ Miles
16170,Hervey Bay,Juan Rubio,Male,53,80000.00,2024-08-18,0-1 Miles
16171,Seaford,Bruce Ruiz,Male,54,80000.00,2024-04-06,0-1 Miles
16172,Caloundra,Janelle Perez,Female,42,80000.00,2024-08-02,1-2 Miles
16173,Silverwater,Cory Rana,Male,44,60000.00,2024-02-24,2-5 Miles
16174,Lane Cove,Melinda Hernandez,Female,55,60000.00,2024-04-03,0-1 Miles
16175,Silverwater,Tony Shan,Male,49,60000.00,2024-08-11,0-1 Miles
16176,Geelong,Michele Torres,Female,51,70000.00,2023-11-28,5-10 Miles
16177,Hobart,Bethany Nath,Female,46,70000.00,2024-06-03,5-10 Miles
16178,Sydney,Alfredo Carlson,Male,51,80000.00,2024-04-19,0-1 Miles
16179,Townsville,Jamie Zhao,Female,51,80000.00,2024-09-15,1-2 Miles
16180,Coffs Harbour,Kyle Perez,Male,49,70000.00,2023-12-26,0-1 Miles
16181,Perth,Daisy Rubio,Female,55,70000.00,2024-10-06,5-10 Miles
16182,Findon,Louis Sun,Male,56,60000.00,2024-05-22,0-1 Miles
16183,St. Leonards,Tanya Carlson,Female,50,60000.00,2024-05-09,5-10 Miles
16184,Brisbane,Christine She,Female,56,60000.00,2024-09-28,0-1 Miles
16185,Springwood,Grant Raji,Male,50,60000.00,2024-04-27,10+ Miles
16186,Pantin,Bethany Raji,Female,45,30000.00,2024-06-29,2-5 Miles
16187,London,Louis Hu,Male,39,20000.00,2024-08-08,1-2 Miles
16188,London,Teresa Torres,Female,40,20000.00,2024-11-28,1-2 Miles
16189,Peterborough,Amanda Hughes,Female,41,30000.00,2024-06-16,1-2 Miles
16190,London,Lance Alvarez,Male,41,30000.00,2024-03-18,2-5 Miles
16191,Reading,Margaret Zeng,Female,42,30000.00,2024-10-21,2-5 Miles
16192,Berkshire,Marie Lopez,Female,42,30000.00,2024-01-28,2-5 Miles
16193,Esher-Molesey,Victor Rubio,Male,42,30000.00,2024-02-19,1-2 Miles
16194,Courbevoie,Katie Deng,Female,46,30000.00,2024-03-24,2-5 Miles
16195,Pantin,Abby Perez,Female,47,30000.00,2024-05-22,1-2 Miles
16196,Frankfurt am Main,Kurt Raheem,Male,46,40000.00,2023-03-07,0-1 Miles
16197,Berlin,Heidi Prasad,Female,42,20000.00,2023-03-18,1-2 Miles
16198,Cheltenham,Arthur Navarro,Male,47,30000.00,2024-05-06,2-5 Miles
16199,Dresden,Terrence Xie,Male,47,40000.00,2023-03-20,1-2 Miles
16200,Warrington,Julia Edwards,Female,49,10000.00,2024-03-23,0-1 Miles
16201,London,Ross Martin,Male,48,20000.00,2023-01-18,1-2 Miles
16202,Paris,Kenneth Jai,Male,49,30000.00,2024-10-09,2-5 Miles
16203,Orly,Warren Raje,Male,50,40000.00,2023-09-01,1-2 Miles
16204,Les Ulis,Terrence Anand,Male,43,40000.00,2023-09-15,1-2 Miles
16205,Paris,Melanie Sanders,Female,43,40000.00,2023-09-12,1-2 Miles
16206,Darmstadt,Cindy Lewis,Female,49,40000.00,2023-04-15,1-2 Miles
16207,Erlangen,Jordan Shan,Male,43,40000.00,2023-04-09,1-2 Miles
16208,Saarbrücken,Ruth Chandra,Female,48,40000.00,2024-03-04,0-1 Miles
16209,Colombes,Carolyn Alvarez,Female,50,50000.00,2024-02-03,1-2 Miles
16210,Burlingame,Olivia Cooper,Female,46,40000.00,2024-12-16,1-2 Miles
16211,Bremerton,Jesse Roberts,Male,45,40000.00,2024-12-02,1-2 Miles
16212,Chula Vista,Jacqueline Rivera,Female,90,50000.00,2024-12-16,0-1 Miles
16213,Shawnee,Kaylee Turner,Female,54,60000.00,2024-07-05,0-1 Miles
16214,Bellingham,Brett Fernandez,Male,48,60000.00,2024-03-31,0-1 Miles
16215,Lynnwood,Thomas Turner,Male,54,60000.00,2024-12-22,1-2 Miles
16216,Port Orchard,Charles Mitchell,Male,42,60000.00,2024-12-05,1-2 Miles
16217,Woodburn,Amanda Gonzales,Female,53,60000.00,2024-08-29,0-1 Miles
16218,Redmond,Julia Simmons,Female,61,30000.00,2024-01-12,5-10 Miles
16219,Langley,Angel Sanders,Male,61,30000.00,2024-06-09,1-2 Miles
16220,Vancouver,Megan Russell,Female,66,30000.00,2024-07-24,1-2 Miles
16221,Burien,Darren Saunders,Male,61,30000.00,2024-02-15,1-2 Miles
16222,Berkeley,Brandon Anderson,Male,66,30000.00,2024-02-14,2-5 Miles
16223,Los Angeles,Carlos Collins,Male,67,30000.00,2024-02-14,1-2 Miles
16224,Oakland,Jacob Martinez,Male,66,30000.00,2024-02-26,2-5 Miles
16225,Lincoln Acres,Wyatt Nelson,Male,55,30000.00,2024-03-03,2-5 Miles
16226,Sedro Woolley,Maria Blue,Female,67,30000.00,2024-03-03,5-10 Miles
16227,Daly City,Eric Lopez,Male,66,30000.00,2024-01-30,10+ Miles
16228,Burlingame,Rafael Zhu,Male,59,40000.00,2024-12-11,0-1 Miles
16229,Ballard,Wayne Chande,Male,54,40000.00,2024-12-07,1-2 Miles
16230,Bellflower,Craig Blanco,Male,65,40000.00,2024-12-18,0-1 Miles
16231,Bellingham,Dana Martin,Female,64,40000.00,2024-01-11,0-1 Miles
16232,Kirkland,Chase Richardson,Male,64,40000.00,2024-02-17,1-2 Miles
16233,Lemon Grove,Rebecca King,Female,54,80000.00,2025-01-14,1-2 Miles
16234,San Francisco,Wyatt Martin,Male,64,40000.00,2024-06-02,0-1 Miles
16235,Lincoln Acres,Sebastian Morris,Male,58,40000.00,2024-02-18,1-2 Miles
16236,Lebanon,Nicholas Martinez,Male,58,40000.00,2024-09-25,1-2 Miles
16237,Sedro Woolley,Erin James,Female,63,40000.00,2024-03-02,1-2 Miles
16238,Beverly Hills,Ann Arun,Female,62,40000.00,2024-04-09,0-1 Miles
16239,Mill Valley,Gabriel Nelson,Male,62,40000.00,2025-01-05,0-1 Miles
16240,Burbank,Madeline Green,Female,51,80000.00,2025-01-02,0-1 Miles
16241,Vancouver,Isabel Butler,Female,50,80000.00,2024-04-26,0-1 Miles
16242,Colma,Megan Garcia,Female,62,80000.00,2024-06-23,0-1 Miles
16243,Newton,Maria James,Female,62,80000.00,2024-02-27,1-2 Miles
16244,Bellflower,Gregory Kumar,Male,56,80000.00,2024-10-14,1-2 Miles
16245,Santa Monica,Alexandra Griffin,Female,56,80000.00,2025-01-23,1-2 Miles
16246,Sedro Woolley,Lucas Simmons,Male,61,80000.00,2024-06-07,1-2 Miles
16247,Sooke,Anna Brown,Female,61,60000.00,2024-07-12,1-2 Miles
16248,Issaquah,Alyssa Ross,Female,61,60000.00,2024-05-02,1-2 Miles
16249,El Cajon,Jesse Rivera,Male,55,60000.00,2024-04-29,0-1 Miles
16250,Kirkby,Brendan Raje,Male,46,40000.00,2023-02-17,0-1 Miles
16251,Newcastle upon Tyne,Makayla Howard,Female,47,10000.00,2024-05-01,0-1 Miles
16252,Saarlouis,Danny Jiménez,Male,52,10000.00,2023-04-11,0-1 Miles
16253,Hamburg,Bethany Lal,Female,52,20000.00,2023-04-01,1-2 Miles
16254,Chatou,Maria Morris,Female,52,20000.00,2024-02-21,2-5 Miles
16255,Tremblay-en-France,Taylor Russell,Female,52,20000.00,2024-04-17,0-1 Miles
16256,Leeds,Richard Collins,Male,52,20000.00,2024-06-10,2-5 Miles
16257,Courbevoie,Michele Chandra,Female,47,20000.00,2025-01-15,2-5 Miles
16258,Orleans,Deanna Malhotra,Female,52,30000.00,2024-12-19,1-2 Miles
16259,Villeneuve-d'Ascq,Ebony Sai,Female,54,10000.00,2023-09-10,0-1 Miles
16260,Oxford,Gina Schmidt,Female,48,20000.00,2023-02-02,1-2 Miles
16261,Dunkerque,Diana Navarro,Female,41,40000.00,2023-09-25,0-1 Miles
16262,Paris,Kathryn Xie,Female,41,40000.00,2023-08-30,0-1 Miles
16263,Ingolstadt,Eduardo Robinson,Male,53,40000.00,2023-04-20,0-1 Miles
16264,Warrington,Jennifer Howard,Female,92,10000.00,2024-11-18,0-1 Miles
16265,Bobigny,Julie Goel,Female,43,30000.00,2024-10-02,2-5 Miles
16266,Morangis,Alisha Yang,Female,54,30000.00,2024-07-05,2-5 Miles
16267,Grevenbroich,Edwin Chen,Male,53,30000.00,2023-04-12,0-1 Miles
16268,Roissy en Brie,Lindsey Kumar,Female,53,30000.00,2023-10-20,0-1 Miles
16269,Berlin,Tara Nath,Female,54,30000.00,2023-04-06,0-1 Miles
16270,Berlin,Jerome Hernandez,Male,54,30000.00,2023-04-26,0-1 Miles
16271,Berlin,Michele Gutierrez,Female,55,20000.00,2023-04-29,0-1 Miles
16272,Milton Keynes,Raul Deng,Male,54,20000.00,2023-02-24,0-1 Miles
16273,Bobigny,Marie Martinez,Female,49,30000.00,2023-10-26,0-1 Miles
16274,Eilenburg,Ross Diaz,Male,56,10000.00,2025-01-02,0-1 Miles
16275,Warrington,Deborah McDonald,Female,56,20000.00,2023-02-04,0-1 Miles
16276,Bonn,Brandi Carlson,Female,45,20000.00,2024-12-12,0-1 Miles
16277,West Sussex,Christy Luo,Female,55,30000.00,2023-02-28,0-1 Miles
16278,Hof,Angel Turner,Male,56,30000.00,2023-04-15,0-1 Miles
16279,Erlangen,Victoria Patterson,Female,57,10000.00,2024-09-27,0-1 Miles
16280,Münster,Glenn Ma,Male,56,10000.00,2024-11-04,0-1 Miles
16281,Paris,Gilbert Luo,Male,57,10000.00,2024-06-27,0-1 Miles
16282,London,Kristine Suarez,Female,56,20000.00,2024-05-13,0-1 Miles
16283,Paris,Clayton Raji,Male,51,20000.00,2024-10-03,0-1 Miles
16284,Hof,Troy Perez,Male,57,20000.00,2024-06-12,0-1 Miles
16285,Lieusaint,Mindy Xie,Female,53,40000.00,2025-01-16,0-1 Miles
16286,Paris,Billy Torres,Male,48,40000.00,2023-09-28,0-1 Miles
16287,London,Laura Xu,Female,53,40000.00,2023-02-15,0-1 Miles
16288,Suresnes,Edwin Shen,Male,40,30000.00,2023-10-26,0-1 Miles
16289,Saint Ouen,Julie Pal,Female,54,30000.00,2023-10-12,0-1 Miles
16290,Frankfurt am Main,Russell Nath,Male,54,30000.00,2023-04-20,0-1 Miles
16291,Paris,Lindsey Lal,Female,56,30000.00,2023-10-06,0-1 Miles
16292,Mühlheim,Carly Lal,Female,50,40000.00,2024-03-25,0-1 Miles
16293,Gateshead,Sean Adams,Male,55,40000.00,2024-07-01,0-1 Miles
16294,London,Steve Hu,Male,50,40000.00,2024-07-05,0-1 Miles
16295,Metz,Roger Xu,Male,51,30000.00,2024-03-17,0-1 Miles
16296,Villeneuve-d'Ascq,Sydney White,Female,56,30000.00,2024-12-02,0-1 Miles
16297,Frankfurt,Deanna Garcia,Female,51,40000.00,2023-05-16,0-1 Miles
16298,Hamburg,Adrienne Sanz,Female,57,40000.00,2023-05-10,0-1 Miles
16299,Solingen,Alison Tang,Female,42,20000.00,2024-04-24,2-5 Miles
16300,Stoke-on-Trent,Orlando Martin,Male,42,20000.00,2024-07-01,1-2 Miles
16301,Boulogne-sur-Mer,Omar Cai,Male,43,20000.00,2024-03-16,2-5 Miles
16302,Croix,Rosa Zeng,Female,40,20000.00,2024-04-23,0-1 Miles
16303,Darmstadt,Tracy Yuan,Female,40,20000.00,2025-01-26,0-1 Miles
16304,Darmstadt,Justin Moore,Male,40,20000.00,2024-04-30,0-1 Miles
16305,Ingolstadt,Stanley Gonzalez,Male,40,30000.00,2023-05-29,0-1 Miles
16306,W. York,Kristine Romero,Female,41,30000.00,2024-03-29,0-1 Miles
16307,Salzgitter,Kelli Sun,Female,51,40000.00,2023-05-04,0-1 Miles
16308,Liverpool,Sheena Chander,Female,51,40000.00,2023-02-06,0-1 Miles
16309,Dresden,Desiree Ortega,Female,57,40000.00,2023-05-05,0-1 Miles
16310,Dunkerque,Diana Rubio,Female,52,40000.00,2023-10-19,0-1 Miles
16311,London,Carl Beck,Male,52,40000.00,2023-01-31,0-1 Miles
16312,Paris La Defense,Bethany Beck,Female,42,30000.00,2024-11-22,0-1 Miles
16313,Paderborn,Hailey Russell,Female,42,30000.00,2023-05-13,0-1 Miles
16314,Stoke-on-Trent,Gabriel Ross,Male,42,30000.00,2024-03-10,0-1 Miles
16315,Paris,Garrett Richardson,Male,42,30000.00,2024-10-22,0-1 Miles
16316,Berlin,Kelli Hu,Female,42,30000.00,2023-05-15,0-1 Miles
16317,Oxford,Joel Raman,Male,42,30000.00,2023-02-17,0-1 Miles
16318,Warrington,Kellie Moreno,Female,43,30000.00,2023-02-23,0-1 Miles
16319,Bobigny,Joy Ortega,Female,43,20000.00,2024-03-24,2-5 Miles
16320,Dunkerque,Rachel Simmons,Female,44,20000.00,2024-03-01,5-10 Miles
16321,Billericay,Ruth Malhotra,Female,40,10000.00,2024-07-27,0-1 Miles
16322,Paris La Defense,Gloria Dominguez,Female,45,10000.00,2024-08-16,0-1 Miles
16323,Versailles,Dustin Raje,Male,45,30000.00,2024-08-19,2-5 Miles
16324,Billericay,Juan Romero,Male,39,40000.00,2023-02-27,0-1 Miles
16325,Runcorn,Emma Williams,Female,106,30000.00,2024-10-10,2-5 Miles
16326,Bonn,Jésus Romero,Male,47,10000.00,2024-04-09,0-1 Miles
16327,Salzgitter,Darren Diaz,Male,41,20000.00,2023-05-12,0-1 Miles
16328,West Sussex,Maurice Rai,Male,47,20000.00,2023-02-12,1-2 Miles
16329,London,Jamie Ye,Female,41,20000.00,2023-01-30,1-2 Miles
16330,Chatou,Luke Simmons,Male,46,30000.00,2024-05-20,2-5 Miles
16331,Newton,Erin Richardson,Female,43,40000.00,2024-03-09,1-2 Miles
16332,Matraville,Joan Vazquez,Female,71,10000.00,2024-09-23,1-2 Miles
16333,Everett,Caleb Hill,Male,43,30000.00,2024-06-04,1-2 Miles
16334,Oregon City,Natalie Bailey,Female,42,30000.00,2024-01-30,1-2 Miles
16335,Bellflower,Kristen Lu,Female,42,30000.00,2024-09-23,5-10 Miles
16336,Downey,Jonathan Wright,Male,43,60000.00,2024-10-01,5-10 Miles
16337,El Cajon,Jose White,Male,42,60000.00,2024-11-26,1-2 Miles
16338,Gold Coast,Barbara Zhang,Female,71,20000.00,2024-01-28,1-2 Miles
16339,Townsville,Seth Davis,Male,70,30000.00,2023-12-23,1-2 Miles
16340,Imperial Beach,Sean Mitchell,Male,39,20000.00,2024-03-28,1-2 Miles
16341,Hervey Bay,Lacey Raji,Female,68,30000.00,2024-09-17,1-2 Miles
16342,Cranbourne,Gregory Jai,Male,63,30000.00,2024-11-26,1-2 Miles
16343,St. Leonards,Joel Malhotra,Male,57,30000.00,2024-06-07,1-2 Miles
16344,Santa Cruz,Xavier King,Male,40,70000.00,2024-10-21,0-1 Miles
16345,Wollongong,Francis Ramos,Male,66,40000.00,2022-01-20,5-10 Miles
16346,Milsons Point,Marc Navarro,Male,61,40000.00,2024-04-16,1-2 Miles
16347,Rhodes,Raul Sharma,Male,67,70000.00,2022-01-26,1-2 Miles
16348,Goulburn,Roy Raman,Male,65,80000.00,2022-01-16,5-10 Miles
16349,Bendigo,Levi Sai,Male,66,80000.00,2022-01-25,1-2 Miles
16350,Sydney,Fernando Thompson,Male,60,80000.00,2022-01-23,5-10 Miles
16351,Rockhampton,Martha Xu,Female,65,80000.00,2021-12-31,1-2 Miles
16352,Goulburn,Tiffany Gao,Female,60,80000.00,2022-01-13,5-10 Miles
16353,Bremerton,Alejandro Xu,Male,44,30000.00,2024-06-09,5-10 Miles
16354,Marysville,Janet Torres,Female,45,30000.00,2024-03-09,1-2 Miles
16355,Chula Vista,Sam Foster,Female,45,30000.00,2024-03-20,5-10 Miles
16356,Palo Alto,Sophia Baker,Female,44,60000.00,2024-07-15,5-10 Miles
16357,Lincoln Acres,Margaret Russell,Female,45,30000.00,2024-08-26,5-10 Miles
16358,Victoria,Samuel Jai,Male,46,30000.00,2024-03-08,5-10 Miles
16359,Woodburn,Shelby Richardson,Female,66,30000.00,2024-08-13,5-10 Miles
16360,Yakima,Justin Garcia,Male,65,30000.00,2024-03-01,2-5 Miles
16361,Spring Valley,Wyatt White,Male,65,40000.00,2024-03-11,0-1 Miles
16362,Oakland,Joshua Smith,Male,65,40000.00,2024-04-18,0-1 Miles
16363,Langley,Melanie Ramirez,Female,65,40000.00,2024-03-19,0-1 Miles
16364,Chula Vista,Shawna Yuan,Female,65,40000.00,2024-04-23,0-1 Miles
16365,Oak Bay,Jenna Young,Female,64,40000.00,2024-11-16,1-2 Miles
16366,Cliffside,Isabelle Henderson,Female,53,40000.00,2024-11-11,1-2 Miles
16367,Beaverton,Emily Williams,Female,48,80000.00,2024-10-28,1-2 Miles
16368,Renton,Lauren Williams,Female,59,80000.00,2025-01-01,1-2 Miles
16369,Everett,Isabel Powell,Female,58,40000.00,2024-09-02,1-2 Miles
16370,Cliffside,Molly Gonzalez,Female,58,40000.00,2024-12-09,0-1 Miles
16371,Concord,Caleb Diaz,Male,64,40000.00,2024-06-15,1-2 Miles
16372,Lincoln Acres,Vanessa Foster,Female,51,40000.00,2024-04-04,1-2 Miles
16373,Kirkland,Sara Cook,Female,63,40000.00,2024-04-16,1-2 Miles
16374,Woodburn,Edward Phillips,Male,62,40000.00,2024-12-20,0-1 Miles
16375,Spring Valley,Gabriella Hernandez,Female,57,40000.00,2024-05-15,1-2 Miles
16376,Bellingham,Maria Wright,Female,62,40000.00,2024-11-02,0-1 Miles
16377,Los Angeles,Jordan Adams,Female,56,80000.00,2024-02-23,0-1 Miles
16378,Woodburn,Hailey Baker,Female,62,80000.00,2024-12-14,0-1 Miles
16379,Colma,Marc Jimenez,Male,56,80000.00,2024-12-03,0-1 Miles
16380,Shawnee,Mariah Torres,Female,50,80000.00,2024-07-25,1-2 Miles
16381,Burien,Kayla Davis,Female,62,80000.00,2024-02-28,1-2 Miles
16382,Tacoma,Jennifer Davis,Female,62,80000.00,2024-04-07,0-1 Miles
16383,Redwood City,Brian Kelly,Male,62,80000.00,2024-03-03,1-2 Miles
16384,Newport Beach,Jada Reed,Female,61,60000.00,2024-01-31,0-1 Miles
16385,Santa Cruz,James Perez,Male,60,60000.00,2024-06-05,1-2 Miles
16386,York,Philip Moyer,Male,51,20000.00,2024-08-13,0-1 Miles
16387,Berks,Douglas Vance,Male,51,20000.00,2024-09-13,2-5 Miles
16388,Paris,Jay Torres,Male,46,30000.00,2023-09-28,0-1 Miles
16389,Berlin,Arturo Shen,Male,46,30000.00,2023-05-02,1-2 Miles
16390,Offenbach,Mario Nath,Male,52,30000.00,2023-05-25,0-1 Miles
16391,Verrieres Le Buisson,Sergio Suri,Male,46,30000.00,2023-10-01,1-2 Miles
16392,Colomiers,Kari Raman,Female,51,40000.00,2023-09-28,0-1 Miles
16393,Tremblay-en-France,Xavier Edwards,Male,40,40000.00,2023-10-17,0-1 Miles
16394,Lille,Bryan Bell,Male,47,10000.00,2023-10-05,0-1 Miles
16395,Paris,Tara Pal,Female,52,10000.00,2024-02-27,0-1 Miles
16396,Mühlheim,Keith Rai,Male,53,10000.00,2024-04-04,0-1 Miles
16397,Berlin,Andy Navarro,Male,47,20000.00,2024-07-31,2-5 Miles
16398,Roubaix,Emmanuel Rana,Male,52,20000.00,2024-03-11,2-5 Miles
16399,Frankfurt,Arturo Xu,Male,52,30000.00,2024-03-16,0-1 Miles
16400,Pantin,Theodore Ramos,Male,47,30000.00,2023-10-01,2-5 Miles
16401,London,Margaret Gao,Female,52,30000.00,2024-10-24,0-1 Miles
16402,Oxford,Alexander Martin,Male,52,30000.00,2024-12-06,1-2 Miles
16403,Paris La Defense,Byron Suarez,Male,53,20000.00,2024-12-10,2-5 Miles
16404,Paris,Raul Nara,Male,52,40000.00,2023-10-13,0-1 Miles
16405,Berks,Adriana Sai,Female,53,40000.00,2023-02-17,0-1 Miles
16406,Oxford,Dakota Henderson,Male,47,40000.00,2023-02-05,0-1 Miles
16407,Milton Keynes,Colleen Zhao,Female,54,30000.00,2023-02-21,0-1 Miles
16408,Paris,Arthur Madan,Male,55,30000.00,2023-10-13,0-1 Miles
16409,Berlin,Ebony Moreno,Female,49,30000.00,2023-05-20,0-1 Miles
16410,Warrington,Joy Navarro,Female,55,10000.00,2023-02-20,0-1 Miles
16411,Offenbach,Stanley Sanchez,Male,55,10000.00,2023-06-10,0-1 Miles
16412,Croix,Leah Liang,Female,45,10000.00,2023-10-14,0-1 Miles
16413,Bottrop,Julia Gonzalez,Female,89,10000.00,2024-03-05,0-1 Miles
16414,Darmstadt,Kelly Flores,Female,56,10000.00,2023-06-12,0-1 Miles
16415,Tremblay-en-France,Andre Patel,Male,56,20000.00,2023-11-14,0-1 Miles
16416,Villeneuve-d'Ascq,Brian Rivera,Male,50,30000.00,2023-11-08,0-1 Miles
16417,Bury,Noah Bryant,Male,50,30000.00,2023-02-19,0-1 Miles
16418,Paris,Katrina Rai,Female,51,10000.00,2024-02-13,0-1 Miles
16419,Frankfurt,Lacey Simpson,Female,57,20000.00,2024-10-29,0-1 Miles
16420,Reading,Eddie Alonso,Male,51,20000.00,2023-02-18,0-1 Miles
16421,Suresnes,Natasha Diaz,Female,51,20000.00,2024-10-30,0-1 Miles
16422,Saarbrücken,Kurt Xu,Male,46,20000.00,2023-06-10,0-1 Miles
16423,Les Ulis,Sergio Madan,Male,87,10000.00,2024-10-01,0-1 Miles
16424,Paris,Brandi Diaz,Female,53,40000.00,2023-10-29,0-1 Miles
16425,Roissy en Brie,Lisa Lu,Female,54,40000.00,2023-11-13,0-1 Miles
16426,Saint Ouen,Jorge Ye,Male,53,40000.00,2023-11-26,0-1 Miles
16427,Watford,Kendra Alonso,Female,48,60000.00,2023-03-05,0-1 Miles
16428,Bury,Ryan Ross,Male,57,20000.00,2023-03-19,0-1 Miles
16429,Saarlouis,Jaclyn Luo,Female,52,30000.00,2023-06-27,2-5 Miles
16430,Paris,Franklin Rai,Male,54,30000.00,2023-11-19,0-1 Miles
16431,Paris,Jermaine Rodriguez,Male,49,30000.00,2023-11-01,0-1 Miles
16432,Chatou,John Garcia,Male,50,30000.00,2023-11-12,0-1 Miles
16433,Paris,Mathew Dominguez,Male,50,30000.00,2023-11-05,0-1 Miles
16434,Neunkirchen,Taylor Bailey,Female,55,40000.00,2024-06-02,0-1 Miles
16435,Newcastle upon Tyne,Steven Cooper,Male,50,40000.00,2024-12-17,0-1 Miles
16436,Roubaix,Ethan Henderson,Male,51,30000.00,2023-12-05,0-1 Miles
16437,London,Jésus Gutierrez,Male,42,20000.00,2024-03-20,2-5 Miles
16438,Paris,Kaitlin Arthur,Female,43,10000.00,2024-04-26,0-1 Miles
16439,Paris,Dawn Deng,Female,40,20000.00,2024-08-29,0-1 Miles
16440,Paris,Jimmy Martin,Male,40,20000.00,2024-02-26,0-1 Miles
16441,Darmstadt,Jason Young,Male,41,20000.00,2024-02-15,0-1 Miles
16442,Frankfurt,Luke Gonzalez,Male,40,30000.00,2023-06-10,0-1 Miles
16443,Gloucestershire,Dawn Gao,Female,41,30000.00,2025-01-03,0-1 Miles
16444,Runcorn,Erika Carlson,Female,56,40000.00,2023-03-25,0-1 Miles
16445,Bury,Caitlin Ward,Female,58,30000.00,2023-03-10,2-5 Miles
16446,Reading,Kristine Munoz,Female,58,30000.00,2023-03-09,2-5 Miles
16447,Runcorn,Kate Becker,Female,52,40000.00,2023-03-29,0-1 Miles
16448,Kiel,Cheryl Martin,Female,58,40000.00,2023-06-11,0-1 Miles
16449,Bracknell,Casey Browning,Male,42,30000.00,2024-03-25,0-1 Miles
16450,Lille,Rebekah Gutierrez,Female,42,30000.00,2024-10-12,0-1 Miles
16451,Mühlheim,Karl Stone,Male,42,30000.00,2023-05-30,0-1 Miles
16452,Birmingham,Cassie Luo,Female,42,30000.00,2023-03-04,0-1 Miles
16453,Warrington,Mayra Chandra,Female,43,30000.00,2024-04-10,2-5 Miles
16454,West Sussex,Marco Suri,Male,43,30000.00,2024-02-12,0-1 Miles
16455,Saint Germain en Laye,Deb Moreno,Female,108,10000.00,2024-03-27,0-1 Miles
16456,Hamburg,Larry Navarro,Male,44,20000.00,2024-09-06,5-10 Miles
16457,Braunschweig,Kathleen Martin,Female,44,20000.00,2024-08-13,2-5 Miles
16458,Hamburg,Michele Ruiz,Female,43,30000.00,2024-03-27,2-5 Miles
16459,Cheltenham,Carolyn Kapoor,Female,44,30000.00,2024-02-14,0-1 Miles
